id,dragonid,description,name,image,background,wings,body,bodyscales,tail,ears,eyes,mouth,horns,headpiece,territory,class,attacktype,isMinted,,
3814,8814,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #8814,https://gateway.pinata.cloud/ipfs/QmdhNSUzWGgyK2fEb6DZy6kHtp6pvr64DGLnQnMhJTDxyD,Powder Blue Background,Evergreen Wings,Cheetah Dot Dragon,Diamondback Scales,Hungarian Horn Tail,Beetle ears,Narcissist Eyes,Dracula Mouth,Beast Horns,Wreath Headpiece,Ashy Range,Firey,Red Fire,f,2021-10-17 18:19:08.13+05,2021-10-17 18:19:08.13+05
3815,8815,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #8815,https://gateway.pinata.cloud/ipfs/QmSZGSa8Jja2wBa4JNPtRj7Mrtpno4pJTm8drqVTfQUYuv,Palegreen Background,Egyptian Teal Wings,Rosie Pink Dragon,Beehive Scales,Sting Pink Tail,Cornflower Miotaur Ears,Starry Night Eyes,Angry Fang Mouth,Small Stone Horns,Cyclone Headpiece,Ashy Range,Lava Dragon,Lava Rose,f,2021-10-17 18:19:08.131+05,2021-10-17 18:19:08.131+05
3816,8816,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #8816,https://gateway.pinata.cloud/ipfs/QmTN7a6j7M9CvVeSnZCLfPBWzywXbF4AVKauZEHQsD2ymX,Kaitoke Background,Sapphire Wings,Aqua Spiral Dragon,Root Scales,Eagle Beak Tail,Elf Shoe Ears,Scared Eyes,Avid Mouth,Battle X Horns,Richie Rich Headpiece,CITRCA,Aquatic Dragon,Water Gun,f,2021-10-17 18:19:08.132+05,2021-10-17 18:19:08.132+05
3817,8817,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #8817,https://gateway.pinata.cloud/ipfs/QmV2ZcoimhoCeimnyR2DXr2C1kyP8dmpzATkgduB5Q8xxq,Scottish Bloom Background,Pink Crescent Wings,Rosie Pink Dragon,Maze Scales,Magenta Chameleon,Hippie Moustache Ears,Glaring Eyes,Yelling Mouth,G Horns,Whirlpool Headpiece,Ashy Range,Lava Dragon,Lava Rose,f,2021-10-17 18:19:08.133+05,2021-10-17 18:19:08.133+05
3818,8818,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #8818,https://gateway.pinata.cloud/ipfs/Qmbt6AW8QQ23SXntzjptB6AczuUq74ccLj4wuBabhVEQVY,Scottish Coral Background,Pink Crescent Wings,Vanilla Meteorite Dragon,Chain Link Scales,Magenta Monkey Tail,Slashed Puffy Ears,Troubled Eyes,Sarcastic Mouth,Demon Horns,Atlan Crown Headpiece,ICY Doman,Ice Fire,Dual Breath,f,2021-10-17 18:19:08.133+05,2021-10-17 18:19:08.133+05
3819,8819,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #8819,https://gateway.pinata.cloud/ipfs/QmZK5S7Ae9c9uKNk5BPzPbGJ97NTiNM7tAUvCGP2zGo5e5,Deepink Coral Background,Nightmare Wings,Aqua Spiral Dragon,Aztec Scales,Violet Oar Tail,Azure Flappy Ears,Interested Eyes,Bulldog Mouth,Juvenile Minotaur Horns,Black Obsidian Headpiece,CITRCA,Aquatic Dragon,Water Gun,f,2021-10-17 18:19:08.134+05,2021-10-17 18:19:08.134+05
3820,8820,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #8820,https://gateway.pinata.cloud/ipfs/QmaxrRcRopcDoEbL5Yr7eNj8puHQ9aQKJSdkc9j16tSxfn,Lilac Background,Vampire Wings,Dark Shadow Dragon,Horus Eye Scales,Caiman Tail,Batarang Ears,Narcissist Eyes,Tenacious Mouth,Nebula Horns,Black Obsidian Headpiece,Ashy Range,Lava Dragon,Molten Lava,f,2021-10-17 18:19:08.135+05,2021-10-17 18:19:08.135+05
3821,8821,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #8821,https://gateway.pinata.cloud/ipfs/Qma5kxH9366qDoN1D1c2h5mcaQuadmJhsEtUowU6cDBL75,Grape Background,Golden Stroke Wings,Moon Stone Dragon,Chevron Scales,White Diez Tail,Bone Ears,Starry Night Eyes,Nerdy Mouth,Hell Boy Horns,Golden Moon Headpiece,Tundra Mountain,Ice Dragon,Ice Shards Breath,f,2021-10-17 18:19:08.135+05,2021-10-17 18:19:08.135+05
3822,8822,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #8822,https://gateway.pinata.cloud/ipfs/Qmd2cwisd3GTBPkCRb6AEybLK2seyU1JAN2Mr1KJKgDgcM,Floral Green Background,Flamingo Wings,Ocean Blue Dragon,Kilt Scales,Scaly Rattle Tail,Yale Genie Ears,Interested Eyes,Drool Mouth,Red Devil Horns,Funky Mohican Hair Headpiece,CITRCA,Aquatic Dragon,WhirlPool,f,2021-10-17 18:19:08.136+05,2021-10-17 18:19:08.136+05
3823,8823,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #8823,https://gateway.pinata.cloud/ipfs/QmaiQ5hV4jH4HWBNJBNjDdm31vT2HUxQcyH4saDcn3NRZM,Candy Tangerine Background,Halloween Wings,Cheetah Dot Dragon,Jigsaw Scales,Vivid ord tail,Marsh rat ears,Focused Eyes,Repentant Mouth,Hell Boy Horns,White Rhino Headpiece,Ashy Range,Firey,Red Fire,f,2021-10-17 18:19:08.137+05,2021-10-17 18:19:08.137+05
3824,8824,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #8824,https://gateway.pinata.cloud/ipfs/QmYLFYJccD7xvnUDZ8UnydyX2JJVbZR348EUvn8qLJKZ5p,Pink Punch Background,Pterodactyl Wings,Moon Stone Dragon,Alligator Scales,Sea Horse Tail,Squidward Ears,Stressed Eyes,Frisky Mouth,Shadow Embrace Horns,Golden Moon Headpiece,Tundra Mountain,Ice Dragon,Ice Shards Breath,f,2021-10-17 18:19:08.137+05,2021-10-17 18:19:08.137+05
3825,8825,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #8825,https://gateway.pinata.cloud/ipfs/QmctDfCBW1x3zuHUa6ab9QKH5LMuEAFnWzVHmPGRdrfZ4s,Pineapple Lime Background,Dijon Wings,Corny Blue Dragon,Basket Weave Scales,Split Armored Tail,Parachute Ears,Scared Eyes,Yawning Mouth,Maleficient Horns,Golden Mohawk Headpiece,SHIRE,Magical,Exploding Poopcorn,f,2021-10-17 18:19:08.138+05,2021-10-17 18:19:08.138+05
3826,8826,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #8826,https://gateway.pinata.cloud/ipfs/QmZAWXEymZS7vfABqZSSx6RY7jzbCGw59KGH9JeB2sUiJa,Baby Blue Background,Halloween Wings,Rosie Pink Dragon,Ikat Scales,Magenta Chameleon,Praen Ears,Sleepy Eyes,Nerdy Mouth,Antelope Horns,White Rhino Headpiece,Ashy Range,Lava Dragon,Lava Rose,f,2021-10-17 18:19:08.138+05,2021-10-17 18:19:08.138+05
3827,8827,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #8827,https://gateway.pinata.cloud/ipfs/QmeY82Z1GQycyiiviLmr3QyjjyBDmNKFjmKNZ9RrJJZXNs,Scottish Bloom Background,Purple Prism Wings,Flamy Dragon,Groovy Scales,Pistachio Tail,Moustache Ears,Goo Goo Eyes,Yelling Mouth,Battle X Horns,Tuba Headpiece,Tundra Mountain,Ice Dragon,Ice Shuriken Breath,f,2021-10-17 18:19:08.14+05,2021-10-17 18:19:08.14+05
3828,8828,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #8828,https://gateway.pinata.cloud/ipfs/QmSLkAXMRoLWL7uyZuKm6Qp24rWvimguwa4YaUMH2DYjrJ,Pink Bloom Background,Ashy Twig Wings,Moon Stone Dragon,Fishy Scales,Slithering Tail,White Hook Ears,Sleepy Eyes,Egoistic Mouth,Nebula Horns,Scythe Hair Headpiece,Tundra Mountain,Ice Dragon,Ice Shards Breath,f,2021-10-17 18:19:08.141+05,2021-10-17 18:19:08.141+05
3829,8829,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #8829,https://gateway.pinata.cloud/ipfs/QmXXjrPvYv5sANigw7QE61qEFqEvtsoMfwUeAEAqj7VQ1j,Nagaland Background,Chestnut Wings,Moon Stone Dragon,Jigsaw Scales,Slithering Tail,White Hook Ears,Enthusiastic Eyes,Spicy Mouth,Springbok Horns,Emerald Crown Headpiece,Tundra Mountain,Ice Dragon,Ice Shards Breath,f,2021-10-17 18:19:08.143+05,2021-10-17 18:19:08.143+05
3830,8830,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #8830,https://gateway.pinata.cloud/ipfs/QmUX4pmGAuGMa7AfP5bZDfKDjLseGoUwKCnRSUt2AnUPBr,Lavender Background,Fallen Angel Wings,Electro Yale Dragon,Black Rose Scales,Fire Heart Tail,Petal Ears,Confident Eyes,Nervous Mouth,Splinter Horns,Carnelian Headpiece,CITRCA,Aquatic Dragon,Cyclone Breath,f,2021-10-17 18:19:08.144+05,2021-10-17 18:19:08.144+05
3831,8831,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #8831,https://gateway.pinata.cloud/ipfs/QmYETDiCDBi6aDvkycuuvjWL6gKjvYhHP2k7MG7JSGtkGs,Floral Background,Azure Wings,Corny Blue Dragon,Buckbeaks Feather Scales,Trident Tail,Sad Bat Ears,Weeping Eyes,Nerdy Mouth,Juvenile Minotaur Horns,Apostrophe Headpiece,SHIRE,Magical,Exploding Poopcorn,f,2021-10-17 18:19:08.145+05,2021-10-17 18:19:08.145+05
3832,8832,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #8832,https://gateway.pinata.cloud/ipfs/QmaP3K9SZ8vFfWPBWzs39Z7fbTygi2uxkeTjQipboJdoDs,Grape Background,Egyptian Teal Wings,Aqua Spiral Dragon,Pai Sho Scales,Eagle Beak Tail,Flappy Sad Ears,Glamorous Eyes,Bulldog Mouth,Red Devil Horns,Blood Ruby Headpiece,CITRCA,Aquatic Dragon,Water Gun,f,2021-10-17 18:19:08.147+05,2021-10-17 18:19:08.147+05
3833,8833,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #8833,https://gateway.pinata.cloud/ipfs/QmXtoK8mRD8gxXdRFbZ2Scq2hBtbEJMhaQn8Zf6PoCCuzu,Deep Sky Blue Background,Spider Web Wings,Dark Shadow Dragon,Firey Scales,Diamond Tail,Dobby Ears,Scared Eyes,Talkative Mouth,Small Stone Horns,Blood Ruby Headpiece,Ashy Range,Lava Dragon,Molten Lava,f,2021-10-17 18:19:08.148+05,2021-10-17 18:19:08.148+05
3834,8834,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #8834,https://gateway.pinata.cloud/ipfs/QmejjYh5GZpjUJuyPuUjGEuZH5QtS51gtFqvfbkqfaguZ6,Violet Blue Background,Pixie Wings,Lightning Jade Dragon,Checker Scales,Scorpion Tail,Cambion Ears,Unamused Eyes,Drool Mouth,Mountain Ram Horns,Apostrophe Headpiece,Argon Mountain,Electric Beam,Thunder Dragon,f,2021-10-17 18:19:08.148+05,2021-10-17 18:19:08.148+05
3835,8835,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #8835,https://gateway.pinata.cloud/ipfs/QmX95NDc47NjUM7Ls4ZvQgJfDXzEwxM5ZSXAZwSajzg3qE,Steel Blue Background,Heavenly Light Wings,Windstorm Dragon,Maze Scales,Stingray Tail,Paper Plane Ears,Confused Eyes,Growling Mouth,Nebula Horns,Richie Rich Headpiece,Argon Mountain,Wind Breath,Windy Dragon,f,2021-10-17 18:19:08.149+05,2021-10-17 18:19:08.149+05
3836,8836,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #8836,https://gateway.pinata.cloud/ipfs/Qme4BpgHUranqs713ZYhDYjYQ2ibSsraiM3fgrMRzsv8SG,Palantinate Blue Background,Gargoyle Wings,Morion Lava Dragon,Turtle Shell Scales,Candle Flame Tail,Spatula Ears,Petrified Eyes,Jubilant Mouth,Moose Horns,Vision Headpiece,Ashy Range,Lava Dragon,Volcanic Lava,f,2021-10-17 18:19:08.15+05,2021-10-17 18:19:08.15+05
3837,8837,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #8837,https://gateway.pinata.cloud/ipfs/QmbJ52GbfbKEnG3CRQaGxY1Q1MMRCCwQqSt9RDV8gEqf7Y,Caribbean Background,Golden Mocha Wings,Neon Grape Dragon,Black Rose Scales,Split Dual Armor Tail,Shamrock Sheep Ears,Insomnia Eyes,Jubilant Mouth,Battle X Horns,Scythe Hair Headpiece,SHIRE,Venomous,Venonous Gale,f,2021-10-17 18:19:08.15+05,2021-10-17 18:19:08.15+05
3838,8838,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #8838,https://gateway.pinata.cloud/ipfs/QmRusJS8AbX7HNQXRccVvVj9UUq1juZ1LgaWZ2Hxb1knBA,Pearl Blush Background,Silver Vulture Wings,Black Spectrum Dragon,Obsidian Scales,Sea Weed Tail,Doberman Ears,Relieved Eyes,Angry Fang Mouth,Splinter Horns,Blood Ruby Headpiece,ICY Doman,Ice Fire,Dual Breath,f,2021-10-17 18:19:08.151+05,2021-10-17 18:19:08.151+05
3839,8839,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #8839,https://gateway.pinata.cloud/ipfs/QmYUqWrN1s2mkfjS3Wc6FWpbzLG7LRdsoXZMyYBhTUqzkn,Corn Nebula Background,Transveral Blue Wings,Morion Lava Dragon,Illuminious Scales,Viper Tail,Zebu Horn Ears,Relieved Eyes,Devil Smiling Mouth,Anchor Horns,Apostrophe Headpiece,Ashy Range,Lava Dragon,Volcanic Lava,f,2021-10-17 18:19:08.152+05,2021-10-17 18:19:08.152+05
3840,8840,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #8840,https://gateway.pinata.cloud/ipfs/QmPD87nnmZYWLcAeAi1EvbveNoqi8A4X8ZEs2pozZ9Rfbt,Pearl Blush Background,Onyx Wings,Gecko Dragon,Swirling Scales,Spade Tail,Brown Sheep Ears,Bugged Eyes,Ecstatic Mouth,Minotaur Horns,Richie Rich Headpiece,Enchanted Forest,Venemous,Poison Cloud,f,2021-10-17 18:19:08.152+05,2021-10-17 18:19:08.152+05
3841,8841,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #8841,https://gateway.pinata.cloud/ipfs/QmQwsw7dRWT1No8uTLdJoVy5S2jvTYQZ5jQLj5itdiCGcp,Deep Pink Orchid Background,Rouge Bat Wings,Fuscia Daisy Dragon,Crooked Scales,Scope Tail,Dorito Ears,Troubled Eyes,Bulldog Mouth,Beast Horns,Funky Mohican Hair Headpiece,SHIRE,Magical,Exploding Poopcorn,f,2021-10-17 18:19:08.153+05,2021-10-17 18:19:08.153+05
3842,8842,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #8842,https://gateway.pinata.cloud/ipfs/QmP9YCVz7b9nTo9XMYFtnLtsH4mCntZFGaBBP8uR7uCRuf,Tomato Pink Background,Gargoyle Wings,Tiger Stripped Dragon,Diamondback Scales,Striped Spear Tail,Flexing Ears,Stressed Eyes,Ecstatic Mouth,Springbok Horns,Whirlpool Headpiece,Enchanted Forest,Sound,Sonic Roar,f,2021-10-17 18:19:08.154+05,2021-10-17 18:19:08.154+05
3843,8843,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #8843,https://gateway.pinata.cloud/ipfs/QmXM6BxcBHyHW11oqsa8dmqLbFQqv5L5ZZLBnko4tbwJ3u,Golden Orange Background,Halloween Wings,Morion Lava Dragon,Green Vine Scales,Demonic Charade Tail,Elvish Pecan Ears,Confident Eyes,Ulterior Mouth,Fire Horns,Golden Moon Headpiece,Ashy Range,Lava Dragon,Volcanic Lava,f,2021-10-17 18:19:08.154+05,2021-10-17 18:19:08.154+05
3844,8844,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #8844,https://gateway.pinata.cloud/ipfs/QmQRMh6my121W2a4sMmJYuJr7VDdPdcnggLg1s41iFVULM,Caribbean Background,Emeral Wings,Vanilla Meteorite Dragon,Noodle Scales,Pink Flamy Tail,Lemon Pig Ears,Astonish Eyes,Frisky Mouth,Red Devil Horns,Carnelian Headpiece,ICY Doman,Ice Fire,Dual Breath,f,2021-10-17 18:19:08.155+05,2021-10-17 18:19:08.155+05
3845,8845,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #8845,https://gateway.pinata.cloud/ipfs/QmQv1RCQu3cUsDXQUCk75z9Lv1H3VvvAoTEFfbrkRvGP73,Flaxen Background,Golden Stroke Wings,Aqua Spiral Dragon,Nord Shield Scales,Sapphire Spade Tail,Calf Ears,Petrified Eyes,Gratified Mouth,Demon Horns,Cyclone Headpiece,CITRCA,Aquatic Dragon,Water Gun,f,2021-10-17 18:19:08.157+05,2021-10-17 18:19:08.157+05
3846,8846,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #8846,https://gateway.pinata.cloud/ipfs/QmSfxZYJnEpca9woQKzgnFsRe72Zn2RKAUbwit3Y1TA6Tw,Toscany Background,Sahara Wings,Scaly Taipan Dragon,Bubble Wrap Scales,Triangular Snake Tail,Scalpel Ears,Cute Eyes,Angry Fang Mouth,Shadow Embrace Horns,Wreath Headpiece,Ranth Desert,Poisnous Dragon,Poison Bite,f,2021-10-17 18:19:08.159+05,2021-10-17 18:19:08.159+05
3847,8847,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #8847,https://gateway.pinata.cloud/ipfs/QmeNiHirTckfAvkR821TECySCRSuLNQ33hjxcY9FAY12fM,Air Superiority Blue Background,Evergreen Wings,Aqua Spiral Dragon,Basket Weave Scales,Eagle Beak Tail,Calf Ears,Sharp Eyes,Bulldog Mouth,Anchor Horns,Whirlpool Headpiece,CITRCA,Aquatic Dragon,Water Gun,f,2021-10-17 18:19:08.161+05,2021-10-17 18:19:08.161+05
3848,8848,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #8848,https://gateway.pinata.cloud/ipfs/QmZH3xRFoncbfFgk3zPEcHso43U33owFYibQEGL2imfyir,Tiffany Spring Background,Halloween Wings,Windstorm Dragon,Zig Zag Scales,Fire Candy Tail,Paper Plane Ears,Enraged Eyes,Ecstatic Mouth,Fire Horns,Apostrophe Headpiece,Argon Mountain,Wind Breath,Windy Dragon,f,2021-10-17 18:19:08.162+05,2021-10-17 18:19:08.162+05
3849,8849,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #8849,https://gateway.pinata.cloud/ipfs/QmWYWUgzZosD7odAJChompdzgLmPjV5FEssVaSnqtTkC4w,Screamin Green Background,Azure Wings,Cheetah Dot Dragon,Pangolin Scales,Vivid ord tail,Cotton Candy ears,Troubled Eyes,Jolly Mouth,Moose Horns,Carnelian Headpiece,Ashy Range,Firey,Red Fire,f,2021-10-17 18:19:08.163+05,2021-10-17 18:19:08.163+05
3850,8850,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #8850,https://gateway.pinata.cloud/ipfs/QmZvXfjb3x7jXrNn1avjtxpuJ1hCPk11WdwmgXJqMErJnd,Royal Blue Background,Magnum Gold Wings,Snow Leopard Dragon,Alligator Scales,Spiky Cyan Tail,Cyan Snail Ears,Inquisitive Eyes,Angry Fang Mouth,Juvenile Minotaur Horns,Golden Mohawk Headpiece,Tundra Mountain,Ice Dragon,Ice Shuriken Breath,f,2021-10-17 18:19:08.164+05,2021-10-17 18:19:08.164+05
3851,8851,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #8851,https://gateway.pinata.cloud/ipfs/QmQvPg8JdBihYya8qfuawocnwcHKMQLEfEm1xyMC5rX4Pu,Lollipop Background,Raven Wings,Rosie Pink Dragon,Aztec Scales,Sting Pink Tail,Cornflower Miotaur Ears,Bored Eyes,Drool Mouth,Orange Ram Horns,Whirlpool Headpiece,Ashy Range,Lava Dragon,Lava Rose,f,2021-10-17 18:19:08.165+05,2021-10-17 18:19:08.165+05
3852,8852,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #8852,https://gateway.pinata.cloud/ipfs/QmVifWpyP1xWBMXH9YtxtEXTjvkEKvMapSLoLwpePST9vJ,Magenta Background,Magnum Gold Wings,Ocean Blue Dragon,Groovy Scales,Blue Uchiwa Tail,Monster Ears,Sleepy Eyes,Geeky Mouth,Candy Horns,Wreath Headpiece,CITRCA,Aquatic Dragon,WhirlPool,f,2021-10-17 18:19:08.166+05,2021-10-17 18:19:08.166+05
