id,dragonid,description,name,image,background,wings,body,bodyscales,tail,ears,eyes,mouth,horns,headpiece,territory,class,attacktype,isMinted,,
4673,4673,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #4673,https://gateway.pinata.cloud/ipfs/QmXsTpg675Dozeer4UtGJvUtccMr6xercBzHLCzULNBMwr,Deep Sky Blue Background,Parrot Wings,Neon Grape Dragon,Wicker Scales,Barbed Parakeet Tail,Cloudy Chartreuse Ears,Goo Goo Eyes,Yawning Mouth,Kudu Horns,Vision Headpiece,SHIRE,Venomous,Venonous Gale,f,2021-10-17 18:18:53.531+05,2021-10-17 18:18:53.531+05
4674,4674,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #4674,https://gateway.pinata.cloud/ipfs/QmXz5vLqa584rcwzdK4tVNQNLz4qUnxSrgiX8JkDbCwZwu,Ever Green Forest,Pterodactyl Wings,Bloodhound Dragon,Obsidian Scales,Crimson Rattle Tail,Cape Buffalo Ears,Enlightened Eyes,Frisky Mouth,Demon Horns,Wreath Headpiece,Argon Mountain,Firey Dragon,Red Fire,f,2021-10-17 18:18:53.532+05,2021-10-17 18:18:53.532+05
4675,4675,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #4675,https://gateway.pinata.cloud/ipfs/QmfV4dvCH8YaudfE6HrojJTRFNfmnvpkodS2HchsZb8qf8,Lavender Background,Dijon Wings,Lilac Blue Dragon,Kilt Scales,Deca Thorn Tail,Alert Bat Ears,Drowsy Eyes,Annoyed Mouth,Kudu Horns,Crescent Spring Headpiece,Tundra Mountain,Ice Dragon,Blue Fire Breath,f,2021-10-17 18:18:53.533+05,2021-10-17 18:18:53.533+05
4676,4676,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #4676,https://gateway.pinata.cloud/ipfs/QmegYsWsG7ahnnvikxGLw9oMGExyxEu86sLThjg2tuXzzB,Kaitoke Background,Chestnut Wings,Windstorm Dragon,Jigsaw Scales,Charmeleon Tail,Deer Ears,Glamorous Eyes,Saucy Mouth,Battle X Horns,Cyclone Headpiece,Argon Mountain,Wind Breath,Windy Dragon,f,2021-10-17 18:18:53.534+05,2021-10-17 18:18:53.534+05
4677,4677,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #4677,https://gateway.pinata.cloud/ipfs/QmU36JtZGUhYpuGicMx7VPoUjwGeCJiLE5FLfU2NeJZUF1,Floral Background,Angelic Blue Wings,Aqua Spiral Dragon,Zig Zag Scales,Crumpled Arrow Tail,Elf Shoe Ears,Enraged Eyes,Puerile Mouth,Battle X Horns,Emerald Crown Headpiece,CITRCA,Aquatic Dragon,Water Gun,f,2021-10-17 18:18:53.536+05,2021-10-17 18:18:53.536+05
4678,4678,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #4678,https://gateway.pinata.cloud/ipfs/QmYLE6xzkU7BoWWq9XZb2g1gVqdAKRPffFHyzt62bi6JZz,Primrose Garden Background,Pterodactyl Wings,Electro Yale Dragon,Crooked Scales,Lodged Arrow Tail,Petal Ears,Petrified Eyes,Melancholic Mouth,Devil Horns,Cyclone Headpiece,CITRCA,Aquatic Dragon,Cyclone Breath,f,2021-10-17 18:18:53.537+05,2021-10-17 18:18:53.537+05
4679,4679,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #4679,https://gateway.pinata.cloud/ipfs/QmPG7wKPywyCXAzbwZ6cgvjBVfSQFCbjsgfxyzVNRmSbyw,Tomato Pink Background,Armada Twine Wings,Lilac Blue Dragon,Rubik Scales,Crooked Tail,Walrus Ears,Focused Eyes,Suffering Mouth,Maleficient Horns,Sparky Headpiece,Tundra Mountain,Ice Dragon,Blue Fire Breath,f,2021-10-17 18:18:53.538+05,2021-10-17 18:18:53.538+05
4680,4680,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #4680,https://gateway.pinata.cloud/ipfs/QmUF2U3cDDA4y3D7BcjYHtmtbd8qdZZt9SCRrGuvvzARLb,Yellow Green Background,Bloodlust Wings,Black Spectrum Dragon,Ash Scales,Sea Weed Tail,Vampire Ears,Relieved Eyes,Antagonized Mouth,Candy Horns,Black Phantom Hair Headpiece,ICY Doman,Ice Fire,Dual Breath,f,2021-10-17 18:18:53.54+05,2021-10-17 18:18:53.54+05
4681,4681,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #4681,https://gateway.pinata.cloud/ipfs/QmQKtSqTXUxbhABtKtoGJTTRHxp7bnny3cDoBW43X5saam,Pink Punch Background,Fallen Angel Wings,Dark Shadow Dragon,Groovy Scales,Salamader Tail,Dobby Ears,Petrified Eyes,Nervous Mouth,Splinter Horns,Star Sapphire Headpiece,Ashy Range,Lava Dragon,Molten Lava,f,2021-10-17 18:18:53.542+05,2021-10-17 18:18:53.542+05
4682,4682,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #4682,https://gateway.pinata.cloud/ipfs/QmX5EjcijJmgavbmEheA58KuhgH6VxM4yveAwG9iXtppMd,Cider Background,Rouge Bat Wings,Lilac Blue Dragon,Nord Shield Scales,Boulder Tail,Walrus Ears,Petrified Eyes,Spicy Mouth,Demon Horns,Purple S Headpiece,Tundra Mountain,Ice Dragon,Blue Fire Breath,f,2021-10-17 18:18:53.545+05,2021-10-17 18:18:53.545+05
4683,4683,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #4683,https://gateway.pinata.cloud/ipfs/QmUKUVBeVXFPNWGc2K1BUuXRTYF52bBEVesC3EJxVpJquv,Columbia Blue Background,Onyx Wings,Scaly Taipan Dragon,Argyle Scales,Triangular Snake Tail,Twirling Chameleon Ears,Focused Eyes,Annoyed Mouth,Shadow Embrace Horns,Star Sapphire Headpiece,Ranth Desert,Poisnous Dragon,Poison Bite,f,2021-10-17 18:18:53.546+05,2021-10-17 18:18:53.546+05
4684,4684,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #4684,https://gateway.pinata.cloud/ipfs/QmSU3UP5BWZbvHMwtHnw8gMQ2zhVAje3VNr5cuwJCydX9u,Electric Indigo Background,Raven Wings,Smokey Sriracha Dragon,Wavy Incensed Scales,Godzilla Tail,Clenched Claw Ears,Sleepy Eyes,Smiling Bunny Mouth,Nebula Horns,Carnelian Headpiece,Ranth Desert,Firey Dragon,Spicy Fire,f,2021-10-17 18:18:53.547+05,2021-10-17 18:18:53.547+05
4685,4685,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #4685,https://gateway.pinata.cloud/ipfs/QmUCaVaqyRBStFd88JbYjgCokECvY1oZ3kkCrZQBUm4uvS,Capri Blue Background,Emerald Eyelet Wings,Undead Dragon,Shredded Scales,Decaying Tail,Crown Tail Ears,Startling Eyes,Plaqued Mouth,Babirusa Horns,Squirting Headpiece,Shire,Infected,Virus Infection,f,2021-10-17 18:18:53.548+05,2021-10-17 18:18:53.548+05
4686,4686,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #4686,https://gateway.pinata.cloud/ipfs/QmdkrwFHcb1jbs4gsEdE7kAnmw5otGtz3KREBQ94pLtAwh,Sienna Gold Background,Devilish Palm Wings,Vanilla Meteorite Dragon,Rubik Scales,Jaguar Tail,Orc Ears,Confused Eyes,Nervous Mouth,Red Devil Horns,Apostrophe Headpiece,ICY Doman,Ice Fire,Dual Breath,f,2021-10-17 18:18:53.55+05,2021-10-17 18:18:53.55+05
4687,4687,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #4687,https://gateway.pinata.cloud/ipfs/QmR6dgVohGA8CG2vgvmmEkqEwmk95Fq2pTKVEW6rR4BmSg,Green Spring Background,Pixie Wings,Lilac Blue Dragon,Maze Scales,Deca Thorn Tail,Alert Bat Ears,Bugged Eyes,Sarcastic Mouth,Small Stone Horns,Blood Ruby Headpiece,Tundra Mountain,Ice Dragon,Blue Fire Breath,f,2021-10-17 18:18:53.55+05,2021-10-17 18:18:53.55+05
4688,4688,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #4688,https://gateway.pinata.cloud/ipfs/QmQRVg3NYqJUSLyRHzw78fTrR1oRBUC6xUcwXAsZax2Vvv,Aurora Dark Pink Background,Chrono Wings,Tiger Stripped Dragon,Ikat Scales,Horseshoe Hook Tail,Umbrella Ears,Starry Night Eyes,Grinning Mouth,Splinter Horns,Black Phantom Hair Headpiece,Enchanted Forest,Sound,Sonic Roar,f,2021-10-17 18:18:53.551+05,2021-10-17 18:18:53.551+05
4689,4689,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #4689,https://gateway.pinata.cloud/ipfs/QmZxzGszvkmBvFRBfRv6q9D2e5Tz5hRv6RNhQ1suibxg9M,Deepink Coral Background,Aquatic Green Wings,Snow Leopard Dragon,Twirling Scales,Gecko Tail,Cyan Snail Ears,Bugged Eyes,Aggresive Mouth,Minotaur Horns,White Rhino Headpiece,Tundra Mountain,Ice Dragon,Ice Shuriken Breath,f,2021-10-17 18:18:53.552+05,2021-10-17 18:18:53.552+05
4690,4690,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #4690,https://gateway.pinata.cloud/ipfs/Qmf8fuQ8sm6x3nWuJmrVk6AYkmV6KFgatiPc9VfZdcA6ZJ,Carolina Flamingo Background,Onyx Wings,Snow Leopard Dragon,Aztec Scales,Rattle Tail,Nile Cow Ears,Glamorous Eyes,Grinning Mouth,Antelope Horns,Tornado Headpiece,Tundra Mountain,Ice Dragon,Ice Shuriken Breath,f,2021-10-17 18:18:53.554+05,2021-10-17 18:18:53.554+05
4691,4691,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #4691,https://gateway.pinata.cloud/ipfs/QmdKCUFSCmk5Lct8sX95JyMUPCSGFzbu8csZKh3ZrTrcVT,Deepink Coral Background,Emeral Wings,Neon Grape Dragon,Twirling Scales,Barbed Parakeet Tail,Green Ears,Pretty Eyes,Devil Smiling Mouth,Splinter Horns,Vision Headpiece,SHIRE,Venomous,Venonous Gale,f,2021-10-17 18:18:53.559+05,2021-10-17 18:18:53.559+05
4692,4692,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #4692,https://gateway.pinata.cloud/ipfs/QmRho8QHBoLrBCq2prRHQAGAE6T26Bip6qo6MdMCyH4CZD,Powder Blue Background,Armada Twine Wings,Aqua Spiral Dragon,Swirling Scales,Eagle Beak Tail,Bison Ears,Weary Eyes,Ecstatic Mouth,Small Stone Horns,Layered Opal Headpiece,CITRCA,Aquatic Dragon,Water Gun,f,2021-10-17 18:18:53.561+05,2021-10-17 18:18:53.561+05
4693,4693,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #4693,https://gateway.pinata.cloud/ipfs/QmNqPURa7eqxYdvZ7t5ezCQaLz8yFfYey7dBzVQ5gSqNfu,Majorelle Blue Background,Pterodactyl Wings,Corny Blue Dragon,Kilt Scales,Aquatic Control Tail,Cerulean Ears,Confident Eyes,Grumpy Mouth,Battle X Horns,Whirlpool Headpiece,SHIRE,Magical,Exploding Poopcorn,f,2021-10-17 18:18:53.562+05,2021-10-17 18:18:53.562+05
4694,4694,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #4694,https://gateway.pinata.cloud/ipfs/QmP8MWY63mmCFP6hXxQmUP8GUVt3bx2RrSy9Km9YmZUdz7,Floral Background,Pink Crescent Wings,Lilac Blue Dragon,Illuminious Scales,Boulder Tail,Alert Bat Ears,Bored Eyes,Drool Mouth,Moose Horns,Wreath Headpiece,Tundra Mountain,Ice Dragon,Blue Fire Breath,f,2021-10-17 18:18:53.563+05,2021-10-17 18:18:53.563+05
4695,4695,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #4695,https://gateway.pinata.cloud/ipfs/QmNWrbu3rMnAQTGNvt1XxiGhz2Lopzf9zrP9XePfrnJAk4,Toscany Background,Spider Web Wings,Snow Leopard Dragon,Black Rose Scales,Gecko Tail,Whipped Cream Ears,Piqued Eyes,Ulterior Mouth,Red Devil Horns,Star Sapphire Headpiece,Tundra Mountain,Ice Dragon,Ice Shuriken Breath,f,2021-10-17 18:18:53.563+05,2021-10-17 18:18:53.563+05
4696,4696,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #4696,https://gateway.pinata.cloud/ipfs/Qmek9j53ryDQeTpzSjxRinU5DCW2BJuyysLYufwaLJFMUR,Baby Blue Background,Heavenly Light Wings,Aqua Spiral Dragon,Swirling Scales,Crumpled Arrow Tail,Elf Shoe Ears,Confident Eyes,Gnarly Mouth,Thin Sheep Horns,Cyclone Headpiece,CITRCA,Aquatic Dragon,Water Gun,f,2021-10-17 18:18:53.564+05,2021-10-17 18:18:53.564+05
4697,4697,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #4697,https://gateway.pinata.cloud/ipfs/QmZa7FopwKQdXUS9iv2b8fp5C3RCGT87F5VYE2twiL9dPR,Royal Blue Background,Magnum Gold Wings,Snow Leopard Dragon,Buckbeaks Feather Scales,Spiky Cyan Tail,Cyan Scorpion Ears,Confident Eyes,Sad Vampire Mouth,Red Devil Horns,Rhino Horn Headpiece,Tundra Mountain,Ice Dragon,Ice Shuriken Breath,f,2021-10-17 18:18:53.565+05,2021-10-17 18:18:53.565+05
4698,4698,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #4698,https://gateway.pinata.cloud/ipfs/QmckiccusK6TfUgh7Vnxo71kwGA3NJgpkkDF5CPMBACRpR,Flaxen Background,Emeral Wings,Rosie Pink Dragon,Grilled Scales,Magenta Chameleon,Praen Ears,Bored Eyes,Spicy Mouth,Small Stone Horns,Wreath Headpiece,Ashy Range,Lava Dragon,Lava Rose,f,2021-10-17 18:18:53.566+05,2021-10-17 18:18:53.566+05
4699,4699,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #4699,https://gateway.pinata.cloud/ipfs/Qmex68MAdK72XSXBc4DSXrrQrpZoBCzs5KcgT4J6yLnXc4,Dark Violet Background,Pink Crescent Wings,Electro Yale Dragon,Elliptical Scales,Striped GoldFish Tail,Fox Ears,Bored Eyes,Sigh Mouth,Moose Horns,Crescent Spring Headpiece,CITRCA,Aquatic Dragon,Cyclone Breath,f,2021-10-17 18:18:53.567+05,2021-10-17 18:18:53.567+05
4700,4700,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #4700,https://gateway.pinata.cloud/ipfs/QmWNT3cUwTQb2JrzjfStTiCni9uCpYML7tMJSNjfD1LVgv,Tangerine Background,Golden Stroke Wings,Gecko Dragon,Alligator Scales,Barbed Spear Tail,Fuscus Ears,Starry Night Eyes,Angry Fang Mouth,Orange Ram Horns,Wreath Headpiece,Enchanted Forest,Venemous,Poison Cloud,f,2021-10-17 18:18:53.568+05,2021-10-17 18:18:53.568+05
4701,4701,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #4701,https://gateway.pinata.cloud/ipfs/QmQaGD4feLfTExHFusQCVdTNzgCeG6CKVvUXB9W7gm652f,Kaitoke Background,Transveral Blue Wings,Dark Shadow Dragon,Obsidian Scales,Orni Tail,Dobby Ears,Sharp Eyes,Dracula Mouth,Ballistic Horns,Scythe Hair Headpiece,Ashy Range,Lava Dragon,Molten Lava,f,2021-10-17 18:18:53.568+05,2021-10-17 18:18:53.568+05
4702,4702,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #4702,https://gateway.pinata.cloud/ipfs/QmPxCzDmCPK7ZXG6rkVG8ELWc3feo9jLkJQdzA6QAmkn1e,Blue-gray Background,Armada Twine Wings,Tiger Stripped Dragon,Diamondback Scales,Flamingo Neck Tail,Flexing Ears,Envy Eyes,Yawning Mouth,Nebula Horns,Amethyst Headpiece,Enchanted Forest,Sound,Sonic Roar,f,2021-10-17 18:18:53.569+05,2021-10-17 18:18:53.569+05
4703,4703,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #4703,https://gateway.pinata.cloud/ipfs/QmNWRca3cy7HWchguH7fhenmDFcZmHWnUZszVo3shbhcdm,Nagaland Background,Chrono Wings,Scaly Taipan Dragon,Ash Scales,Twine Tail,Punch Ears,Relieved Eyes,Grumpy Mouth,Anchor Horns,Scythe Hair Headpiece,Ranth Desert,Poisnous Dragon,Poison Bite,f,2021-10-17 18:18:53.57+05,2021-10-17 18:18:53.57+05
4704,4704,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #4704,https://gateway.pinata.cloud/ipfs/QmbZZ74nP6CeQAqJL9Bqe95kyYrYQoDgQ8rYfb5BKSff3T,Nagaland Background,Dijon Wings,Amazonian Dragon,Kilt Scales,War Horn Tail,Pine Leaf Ears,Troubled Eyes,Resolute Mouth,Beast Horns,Black Obsidian Headpiece,Enchanted Forest,Poisonous,Poison Strike,f,2021-10-17 18:18:53.571+05,2021-10-17 18:18:53.571+05
4705,4705,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #4705,https://gateway.pinata.cloud/ipfs/QmXTsFt6F3FJGUKh66XLu2fSqYsvSm2yBPNp1PxDZge61k,Lilac Background,Pixie Wings,Smokey Sriracha Dragon,Noodle Scales,Webbed Tail,Orc Teeth Ears,Sleepy Eyes,Angry Fang Mouth,Juvenile Minotaur Horns,Star Sapphire Headpiece,Ranth Desert,Firey Dragon,Spicy Fire,f,2021-10-17 18:18:53.572+05,2021-10-17 18:18:53.572+05
4706,4706,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #4706,https://gateway.pinata.cloud/ipfs/QmTLzPshsxDD2KhYECZi7fJqCVYd11jAxePC6TTY3FXi76,Electric Indigo Background,Rouge Bat Wings,Windstorm Dragon,Beehive Scales,Devil Spetum Tail,Deer Ears,Starry Night Eyes,Grinning Mouth,Minotaur Horns,Sparky Headpiece,Argon Mountain,Wind Breath,Windy Dragon,f,2021-10-17 18:18:53.573+05,2021-10-17 18:18:53.573+05
4707,4707,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #4707,https://gateway.pinata.cloud/ipfs/QmbvKU3aYixEikDp7ypbfhL9ts4aArHehJJSdJoeKem3UW,Kaitoke Background,Serpent Wings,Lilac Blue Dragon,Rubik Scales,Harpoon Tail,Tired Minotaur Ears,Glaring Eyes,Raunchy Mouth,Thin Sheep Horns,Crimson Rhino Headpiece,Tundra Mountain,Ice Dragon,Blue Fire Breath,f,2021-10-17 18:18:53.574+05,2021-10-17 18:18:53.574+05
4708,4708,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #4708,https://gateway.pinata.cloud/ipfs/QmRo6bR2ZsBGmFpjRh2vSHDFTWY8emsoURCabbGwsZMWK3,Steel Blue Background,Golden Stroke Wings,Albino Embrace Dragon,Crooked Scales,Penta Crystal Tail,White Vampire Ears,Enlightened Eyes,Geeky Mouth,Splinter Horns,Whirlpool Headpiece,ICY Doman,Ice Fire,Dual Breath,f,2021-10-17 18:18:53.576+05,2021-10-17 18:18:53.576+05
4709,4709,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #4709,https://gateway.pinata.cloud/ipfs/QmQeGhjTWBMXUR9CgFN5cKf7iicdZFJvisPPpez2942SpE,Maya Blue Background,Ashy Twig Wings,Corny Blue Dragon,Swirling Scales,Speckled Boomerang Tail,Parachute Ears,Furious Eyes,Yelling Mouth,Devil Horns,Star Sapphire Headpiece,SHIRE,Magical,Exploding Poopcorn,f,2021-10-17 18:18:53.577+05,2021-10-17 18:18:53.577+05
4710,4710,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #4710,https://gateway.pinata.cloud/ipfs/QmRHsEdUzSQx8SAme22NZn5vswum2dEy5zxpMASLuFuPmH,Ever Green Forest,Volcanic Wings,Tiger Stripped Dragon,Horus Eye Scales,Tiger Tail,War Horn Ears,Sleepy Eyes,Dracula Mouth,Juvenile Minotaur Horns,Black Phantom Hair Headpiece,Enchanted Forest,Sound,Sonic Roar,f,2021-10-17 18:18:53.578+05,2021-10-17 18:18:53.578+05
4711,4711,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #4711,https://gateway.pinata.cloud/ipfs/QmY4JJNDXDtY1ce9tdPj7C3UfpLAtCFdu7pFpcrBm5Hj3H,Tangerine Background,Magnum Gold Wings,Rosie Pink Dragon,Root Scales,Magenta Chameleon,Rime Ears,Furious Eyes,Ulterior Mouth,Candy Horns,Golden Moon Headpiece,Ashy Range,Lava Dragon,Lava Rose,f,2021-10-17 18:18:53.58+05,2021-10-17 18:18:53.58+05
